filename,path,operationId,verb,response_object,tags,params,summary,description,stackql_resource_name,stackql_method_name,stackql_verb,stackql_object_key
catalog.json,/api/2.0/accounts/{account_id}/workspaces/{workspace_id}/metastores/{metastore_id},account_metastore_assignments_create,post,AccountsCreateMetastoreAssignmentResponse,"catalog, account_metastore_assignments","workspace_id, metastore_id, metastore_assignment",Creates an assignment to a metastore for a workspace,Creates an assignment to a metastore for a workspace  :param workspace_id: int   Workspace ID. :param metastore_id: str   Unity Catalog metastore ID :param metastore_assignment: :class:`CreateMetastoreAssignment` (optional)  :returns: :class:`AccountsCreateMetastoreAssignmentResponse`,account_metastore_assignments,account_metastore_assignments_create,insert,
catalog.json,/api/2.0/accounts/{account_id}/workspaces/{workspace_id}/metastores/{metastore_id},account_metastore_assignments_delete,delete,AccountsDeleteMetastoreAssignmentResponse,"catalog, account_metastore_assignments","workspace_id, metastore_id","Deletes a metastore assignment to a workspace, leaving the workspace with no metastore.","Deletes a metastore assignment to a workspace, leaving the workspace with no metastore.  :param workspace_id: int   Workspace ID. :param metastore_id: str   Unity Catalog metastore ID  :returns: :class:`AccountsDeleteMetastoreAssignmentResponse`",account_metastore_assignments,account_metastore_assignments_delete,delete,
catalog.json,/api/2.0/accounts/{account_id}/workspaces/{workspace_id}/metastores/{metastore_id},account_metastore_assignments_update,put,AccountsUpdateMetastoreAssignmentResponse,"catalog, account_metastore_assignments","workspace_id, metastore_id, metastore_assignment","Updates an assignment to a metastore for a workspace. Currently, only the default catalog may be","Updates an assignment to a metastore for a workspace. Currently, only the default catalog may be updated.  :param workspace_id: int   Workspace ID. :param metastore_id: str   Unity Catalog metastore ID :param metastore_assignment: :class:`UpdateMetastoreAssignment` (optional)  :returns: :class:`AccountsUpdateMetastoreAssignmentResponse`",account_metastore_assignments,account_metastore_assignments_update,replace,
catalog.json,/api/2.0/accounts/{account_id}/workspaces/{workspace_id}/metastore,account_metastore_assignments_get,get,AccountsMetastoreAssignment,"catalog, account_metastore_assignments",workspace_id,"Gets the metastore assignment, if any, for the workspace specified by ID. If the workspace is assigned","Gets the metastore assignment, if any, for the workspace specified by ID. If the workspace is assigned a metastore, the mapping will be returned. If no metastore is assigned to the workspace, the assignment will not be found and a 404 returned.  :param workspace_id: int   Workspace ID.  :returns: :class:`AccountsMetastoreAssignment`",account_metastore_assignments,account_metastore_assignments_get,select,
catalog.json,/api/2.0/accounts/{account_id}/metastores/{metastore_id}/workspaces,account_metastore_assignments_list,get,GetCatalogWorkspaceBindingsResponse,"catalog, account_metastore_assignments",metastore_id,Gets a list of all Databricks workspace IDs that have been assigned to given metastore.,Gets a list of all Databricks workspace IDs that have been assigned to given metastore.  :param metastore_id: str   Unity Catalog metastore ID  :returns: Iterator over int,account_metastore_assignments,account_metastore_assignments_list,select,
catalog.json,/api/2.0/accounts/{account_id}/metastores,account_metastores_create,post,AccountsCreateMetastoreResponse,"catalog, account_metastores",metastore_info,Creates a Unity Catalog metastore.,Creates a Unity Catalog metastore.  :param metastore_info: :class:`CreateAccountsMetastore` (optional)  :returns: :class:`AccountsCreateMetastoreResponse`,account_metastores,account_metastores_create,insert,
catalog.json,/api/2.0/accounts/{account_id}/metastores,account_metastores_list,get,AccountsListMetastoresResponse,"catalog, account_metastores",,Gets all Unity Catalog metastores associated with an account specified by ID.,Gets all Unity Catalog metastores associated with an account specified by ID.   :returns: Iterator over :class:`MetastoreInfo`,account_metastores,account_metastores_list,select,$.metastores
catalog.json,/api/2.0/accounts/{account_id}/metastores/{metastore_id},account_metastores_delete,delete,AccountsDeleteMetastoreResponse,"catalog, account_metastores","metastore_id, force","Deletes a Unity Catalog metastore for an account, both specified by ID.","Deletes a Unity Catalog metastore for an account, both specified by ID.  :param metastore_id: str   Unity Catalog metastore ID :param force: bool (optional)   Force deletion even if the metastore is not empty. Default is false.  :returns: :class:`AccountsDeleteMetastoreResponse`",account_metastores,account_metastores_delete,delete,
catalog.json,/api/2.0/accounts/{account_id}/metastores/{metastore_id},account_metastores_get,get,AccountsGetMetastoreResponse,"catalog, account_metastores",metastore_id,"Gets a Unity Catalog metastore from an account, both specified by ID.","Gets a Unity Catalog metastore from an account, both specified by ID.  :param metastore_id: str   Unity Catalog metastore ID  :returns: :class:`AccountsGetMetastoreResponse`",account_metastores,account_metastores_get,select,
catalog.json,/api/2.0/accounts/{account_id}/metastores/{metastore_id},account_metastores_update,put,AccountsUpdateMetastoreResponse,"catalog, account_metastores","metastore_id, metastore_info",Updates an existing Unity Catalog metastore.,Updates an existing Unity Catalog metastore.  :param metastore_id: str   Unity Catalog metastore ID :param metastore_info: :class:`UpdateAccountsMetastore` (optional)   Properties of the metastore to change.  :returns: :class:`AccountsUpdateMetastoreResponse`,account_metastores,account_metastores_update,replace,
